ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10041,0,1,0,0,0,0,0,0,0,0,0,0
10041,1,1,6,6,6,6,6,6,6,6,6,6
10042,1,1,19,19,16,14,8,27,17,10,24,34
10042,2,1,0,0,0,0,0,0,0,0,0,0
10043,0,1,0,0,0,0,0,0,0,0,0,0
10043,1,1,0,0,0,0,0,0,0,0,0,0
10044,1,1,0,0,0,0,0,0,0,0,0,0
10044,2,1,0,0,0,0,0,0,0,0,0,0
10045,0,1,33,33,33,33,33,33,33,33,33,33
10045,1,1,18,18,18,18,18,18,18,18,18,18
10045,2,1,30,30,30,30,30,30,30,30,30,30
10045,3,1,0,0,0,0,0,0,0,0,0,0
10046,1,1,14,14,14,14,14,14,14,14,14,14
10047,0,1,0,0,0,0,0,0,0,0,0,0
10047,1,1,0,0,0,0,0,0,0,0,0,0
10048,1,1,1,1,1,1,1,1,1,1,1,1
10049,1,1,28,25,36,12,0,12,0,8,15,22
10050,1,1,0,0,0,0,0,0,0,0,18,16
10051,0,1,0,0,15,0,0,0,0,0,0,0
10051,1,1,0,0,0,0,0,0,0,0,0,0
10052,1,1,0,0,0,0,0,0,0,0,0,0
10052,2,1,0,0,0,0,0,0,0,0,0,0
10052,3,1,0,0,0,0,0,0,0,0,0,0
10053,1,1,20,20,20,20,20,20,20,20,20,20
10054,1,1,0,0,0,0,0,0,0,0,0,0
10054,2,1,0,0,0,0,0,0,0,0,17,0
10055,1,1,0,0,14,0,0,0,0,0,0,0
10056,1,1,6,7,12,8,0,19,0,0,0,16
10056,2,1,0,0,0,0,0,0,0,0,0,0
10057,1,1,0,0,0,0,0,0,0,0,0,0
10058,1,1,22,22,22,22,22,22,22,22,22,22
10059,1,1,0,0,0,0,0,0,0,0,0,0
10059,2,1,0,0,0,0,0,0,0,0,0,0
10060,1,1,0,0,0,0,0,0,0,0,0,0
10060,2,1,0,0,0,0,0,0,0,0,0,0
10061,1,1,22,18,15,17,14,20,28,15,16,25
10062,1,1,0,0,0,0,0,0,0,0,0,0
10062,2,1,0,0,0,0,0,0,0,0,0,0
10062,3,1,0,0,0,0,0,0,0,0,0,0
10063,1,1,30,30,30,30,30,30,30,30,30,30
10064,1,1,0,0,0,0,0,0,0,13,0,0
10064,2,1,0,0,0,0,0,0,0,0,0,0
10065,1,1,0,0,0,35,0,0,0,0,0,0
10065,2,1,0,0,18,0,8,0,0,0,0,0
10065,3,1,0,0,0,0,0,0,0,0,0,0
10066,1,1,21,21,21,21,21,21,21,21,21,21
10067,1,1,0,0,0,0,0,0,0,0,0,0
10068,1,1,31,31,31,31,31,31,31,31,31,31
10069,1,1,0,0,0,0,0,0,0,0,0,0
10070,1,1,3,3,3,3,3,3,3,3,3,3
10071,1,1,0,0,0,0,0,0,0,0,0,0
10071,2,1,0,0,17,0,0,0,0,0,0,0
10072,1,1,5,5,5,5,5,5,5,5,5,5
10073,1,1,0,0,0,0,0,0,0,0,0,0
10073,2,1,0,0,0,0,0,0,0,0,0,0
10074,1,1,0,0,0,0,0,0,0,0,0,0
10074,2,1,0,0,0,0,0,0,0,0,0,0
10075,1,1,27,27,27,27,27,27,27,27,27,27
10076,1,1,0,0,0,0,0,0,0,0,0,0
10077,1,1,0,0,0,0,0,0,0,0,0,0
10077,2,1,0,0,0,0,0,0,0,0,0,0
10078,0,1,32,32,32,32,32,32,32,32,32,32
10078,1,1,0,0,0,0,0,0,0,0,17,3
10079,1,1,13,13,13,13,13,13,13,13,13,13
10080,1,1,0,0,0,0,0,0,0,18,0,0
10081,1,1,0,0,0,0,0,0,0,0,0,0
10082,1,1,0,0,0,0,0,0,0,0,0,0
10082,2,1,0,0,0,0,0,0,0,0,0,0
10082,3,1,0,0,0,0,0,0,0,0,0,0
10082,4,1,0,0,0,0,0,0,0,0,0,0
10083,1,1,0,0,0,0,0,0,0,0,0,0
10083,2,1,0,0,0,0,0,0,0,0,0,0
10083,3,1,0,0,0,0,0,0,0,0,0,0
10084,1,1,0,0,0,25,0,0,0,0,0,0
10084,2,1,0,0,0,0,0,0,0,0,0,0
10084,3,1,0,0,0,0,0,0,0,0,0,0
10085,1,1,22,0,11,6,18,0,10,0,6,0
10086,1,1,0,0,0,0,0,0,0,0,0,0
10086,2,1,0,0,0,0,0,0,0,0,0,0
10087,1,1,5,5,5,5,5,5,5,5,5,5
10087,2,1,0,0,0,0,0,0,0,0,0,0
10088,1,1,0,0,0,0,0,0,0,0,0,0
10088,2,1,0,0,0,0,0,0,0,0,0,0
10089,1,1,15,0,0,0,0,0,0,0,0,0
10089,2,1,0,0,0,0,0,0,0,0,0,0
10090,1,1,65,65,65,65,65,65,65,65,65,65
10091,0,1,0,0,0,0,0,0,0,0,0,0
10091,1,1,0,0,0,0,0,0,0,0,0,0
10092,1,1,0,0,0,0,0,0,0,0,0,0
10093,1,1,19,19,19,19,19,19,19,19,19,19
10094,1,1,0,0,0,0,0,0,0,0,0,0
10095,1,1,0,0,0,0,0,0,0,0,0,0
10095,2,1,0,0,0,0,0,0,0,0,0,0
10095,3,1,0,0,0,0,0,0,0,0,0,0
10096,0,1,5,5,5,5,5,5,5,5,5,5
10096,1,1,14,16,16,19,11,16,26,13,24,7
10097,0,1,0,0,0,0,0,0,0,0,0,0
10097,1,1,0,0,0,0,0,0,0,0,25,0
10098,1,1,0,0,0,0,0,0,0,0,0,0
10098,2,1,0,0,0,0,0,0,0,0,0,0
10098,3,1,0,0,0,0,0,0,0,0,0,0
10099,1,1,9,9,9,9,9,9,9,9,9,9
10100,1,1,0,0,0,0,15,0,0,0,0,18
10100,2,1,8,0,0,0,5,0,7,0,0,0
10101,0,1,19,19,19,19,19,19,19,19,19,19
10101,1,1,0,0,0,0,0,0,0,0,0,0
10102,1,1,9,9,9,9,9,9,9,9,9,9
10103,1,1,0,0,0,0,0,0,0,0,0,0
10103,2,1,0,0,0,0,0,0,0,0,4,0
10103,3,1,0,0,0,0,0,0,0,0,0,0
10104,1,1,0,0,0,0,0,0,0,0,0,0
10104,2,1,0,0,0,0,0,0,0,0,0,0
10105,1,1,15,15,15,15,15,15,15,15,15,15
10105,2,1,0,19,0,21,0,0,0,0,0,0
10106,1,1,0,0,0,0,0,0,0,0,0,0
10107,1,1,17,17,17,17,17,17,17,17,17,17
10108,1,1,0,0,0,0,0,0,0,0,0,3
10108,2,1,0,0,0,0,0,0,0,0,0,0
10108,3,1,0,0,0,0,0,0,0,0,0,0
10109,1,1,0,0,0,0,0,0,0,0,0,0
10109,2,1,0,0,0,0,0,0,0,0,0,0
10110,1,1,0,0,0,0,0,0,0,0,0,0
10110,2,1,0,0,0,0,0,0,0,0,0,0
10111,1,1,0,0,0,0,0,0,0,0,0,0
10111,2,1,0,0,0,0,0,0,0,0,0,0
10112,1,1,0,0,0,0,0,0,0,0,0,0
10113,1,1,20,20,20,20,20,20,20,20,20,20
10113,2,1,0,0,0,0,20,0,0,0,0,0
10114,1,1,0,0,0,0,0,0,0,0,0,0
10114,2,1,0,0,0,0,0,0,0,0,0,0
10114,3,1,0,0,0,0,0,0,0,0,0,0
10114,4,1,0,0,0,0,0,0,0,0,0,0
10115,1,1,0,0,0,0,0,0,0,0,0,0
10115,2,1,0,0,0,0,0,0,0,0,0,0
10116,1,1,14,2,0,18,27,3,19,24,24,32
10117,1,1,0,0,0,0,0,0,0,0,0,0
10117,2,1,0,0,0,0,0,0,0,0,0,0
10118,1,1,24,24,24,24,24,24,24,24,24,24
10118,2,1,0,0,0,0,0,0,0,0,0,0
10119,1,1,0,0,0,0,0,0,0,0,0,0
10119,2,1,0,0,0,0,0,3,0,0,0,0
10120,1,1,0,0,0,0,0,0,0,0,0,0
10120,2,1,0,0,0,0,0,0,0,0,0,0
10121,0,1,0,0,0,0,0,0,0,0,0,0
10121,1,1,0,0,0,0,0,0,27,0,0,0
10121,2,1,0,0,3,0,0,0,0,0,0,0
10121,3,1,0,28,0,0,0,5,0,0,15,0
10122,1,1,0,0,0,0,0,0,0,0,0,0
10122,2,1,0,0,0,0,0,0,0,0,0,0
10123,1,1,8,8,8,8,8,8,8,8,8,8
10124,1,1,0,0,0,0,0,0,0,0,0,0
10124,2,1,0,0,0,0,0,0,0,0,29,0
10124,3,1,0,0,0,0,0,0,25,0,0,0
10125,1,1,0,0,0,0,0,0,0,0,0,0
10126,1,1,0,0,0,0,0,0,0,0,0,0
10126,2,1,0,0,0,0,0,0,0,0,0,0
10127,1,1,0,0,0,0,0,0,0,0,0,0
10127,2,1,0,0,0,0,0,0,0,0,0,0
10127,3,1,0,0,0,0,0,0,0,0,0,0
10128,1,1,5,5,5,5,5,5,5,5,5,5
10129,1,1,0,0,0,0,0,0,0,0,0,0
10130,1,1,0,0,0,0,0,0,0,0,0,0
10130,2,1,0,0,0,0,0,0,0,0,0,0
10131,1,1,5,22,0,17,26,19,15,20,0,16
10132,1,1,0,0,0,0,0,0,0,0,0,0
10133,1,1,0,0,0,0,0,0,0,0,0,0
10134,1,1,17,17,17,17,17,17,17,17,17,17
10135,1,1,0,0,0,0,0,0,0,0,0,0
10135,2,1,32,0,0,0,0,0,0,0,0,0
10135,3,1,0,0,0,0,0,0,0,0,0,0
10136,1,1,0,0,29,0,12,11,21,0,0,0
10137,1,1,0,0,0,0,0,0,0,0,0,0
10137,2,1,0,0,0,0,0,0,0,0,0,0
10138,2,1,0,0,0,0,0,0,0,0,15,0
10139,1,1,0,3,0,0,0,0,0,39,0,9
10139,2,1,0,0,0,0,0,0,0,0,0,0
10140,1,1,0,0,0,0,0,0,0,0,0,16
10141,1,1,0,0,0,0,0,0,0,0,0,0
10141,2,1,41,41,41,41,41,41,41,41,41,41
10142,0,1,41,41,41,41,41,41,41,41,41,41
10142,1,1,22,0,0,0,0,0,0,0,0,19
10143,0,1,0,0,0,0,0,0,0,0,0,0
10143,1,1,0,0,0,0,0,0,0,0,0,0
10144,1,1,8,8,8,8,8,8,8,8,8,8
10145,1,1,21,6,13,17,10,12,6,13,12,16
10145,2,1,0,0,0,0,0,0,0,0,0,0
10146,1,1,0,0,0,0,0,0,0,0,0,0
10147,1,1,28,28,28,28,28,28,28,28,28,28
10147,2,1,0,0,0,0,0,0,0,0,16,0
10147,3,1,0,0,0,0,0,0,0,0,0,0
10148,1,1,0,0,0,0,0,0,0,0,0,0
10149,1,1,22,17,7,25,0,11,7,9,16,28
10150,1,1,0,0,0,0,0,0,0,0,0,0
10151,1,1,0,0,0,0,0,0,0,0,0,0
10152,2,1,0,0,0,0,0,0,0,0,0,0
10153,1,1,0,0,0,0,0,0,0,0,0,0
10154,1,1,0,0,0,0,0,0,0,0,0,0
10154,2,1,0,0,0,0,0,0,0,0,0,0
10155,1,1,0,0,0,0,0,0,0,0,0,0
10155,2,1,0,0,0,0,0,0,0,0,0,0
10156,1,1,0,0,0,0,0,0,0,0,0,0
10157,1,1,0,0,0,0,0,0,0,0,0,0
10158,1,1,19,19,19,19,19,19,19,19,19,19
10159,1,1,9,9,9,9,9,9,9,9,9,9
10159,2,1,0,0,0,0,0,0,0,0,0,0
10160,1,1,0,0,0,0,0,0,0,0,0,0
10160,2,1,0,0,0,0,0,0,0,0,0,0
10160,3,1,0,0,0,0,0,0,0,0,0,0
10161,1,1,0,0,0,0,0,0,0,0,0,0
10162,1,1,0,0,13,0,0,0,0,0,0,0
10162,2,1,0,0,0,0,0,0,0,0,0,0
10162,3,1,0,0,0,0,0,0,0,0,0,0
10163,1,1,0,0,0,0,0,0,0,0,0,0
10163,2,1,0,0,0,0,0,0,0,0,0,0
10164,1,1,0,0,0,0,0,0,0,0,0,0
10164,2,1,0,0,0,0,0,0,12,0,0,0
10165,1,1,0,0,0,0,0,0,0,0,0,0
10165,2,1,0,0,0,0,0,0,0,0,0,0
10166,1,1,0,0,0,0,0,0,0,0,0,0
10167,1,1,0,0,0,0,0,0,0,0,0,0
10168,1,1,13,13,13,13,13,13,13,13,13,13
10168,2,1,0,0,0,0,0,0,0,8,0,0
10169,1,1,10,29,23,0,9,18,11,15,16,20
10170,0,1,12,12,12,12,12,12,12,12,12,12
10170,1,1,12,12,12,12,12,12,12,12,12,12
10171,0,1,16,16,16,16,16,16,16,16,16,16
10171,0,2,6,31,10,34,27,24,26,27,34,13
10171,1,1,0,0,0,0,0,0,0,0,0,0
10172,1,1,0,25,19,25,25,16,27,0,27,11
10173,1,1,0,0,0,0,0,0,0,0,0,0
10174,1,1,2,2,2,2,2,2,2,2,2,2
10174,2,1,0,0,0,0,0,0,4,0,0,0
10175,1,1,0,0,0,0,0,0,0,0,9,0
10176,1,1,0,0,0,0,0,0,0,0,0,0
10176,2,1,0,0,0,0,0,0,0,0,0,0
10177,1,1,0,0,0,0,0,0,0,15,0,0
10177,2,1,0,0,0,0,0,0,0,0,0,0
10178,1,1,0,0,0,0,0,0,0,0,0,0
10178,2,1,0,15,0,0,0,0,0,0,0,0
10178,3,1,0,0,9,0,0,22,0,0,0,0
10179,1,1,0,0,0,0,0,0,0,0,0,0
10179,2,1,0,0,0,0,0,0,0,0,0,0
10180,1,1,0,0,0,11,0,0,0,0,0,0
10181,1,1,29,29,29,29,29,29,29,29,29,29
10182,1,1,0,0,0,0,0,0,0,0,0,0
10183,1,1,7,7,7,7,7,7,7,7,7,7
10183,2,1,0,0,0,0,0,0,0,0,0,0
10183,3,1,0,0,0,0,0,0,0,0,0,0
10184,0,1,0,0,0,0,0,0,0,0,0,0
10184,1,1,0,0,0,0,0,0,0,0,0,0
10185,1,1,0,0,0,0,0,0,0,0,0,0
10186,1,1,0,0,0,0,0,0,0,0,0,0
10187,1,1,0,0,0,0,0,0,0,0,0,0
10187,2,1,0,0,0,0,0,0,0,0,0,0
10188,1,1,17,17,17,17,17,17,17,17,17,17
10189,1,1,0,0,0,0,0,0,0,0,0,0
10190,1,1,7,7,7,7,7,7,7,7,7,7
10191,1,1,0,29,0,0,0,0,0,0,0,0
10191,2,1,0,0,0,0,0,0,0,0,0,0
10192,1,1,0,0,0,0,0,0,0,0,0,0
10192,2,1,0,0,0,0,0,0,0,0,0,0
10192,3,1,0,0,0,0,0,0,0,0,0,0
10193,1,1,0,0,0,0,0,0,0,0,0,0
10194,1,1,14,0,0,0,15,11,0,0,0,0
10195,1,1,0,0,0,0,0,0,0,0,0,0
10195,2,1,0,0,0,0,0,21,0,0,0,0
10195,3,1,0,0,0,0,0,0,0,0,0,0
10196,1,1,0,0,0,0,12,0,5,0,0,0
10197,0,1,17,13,28,32,9,20,42,20,15,13
10197,1,1,0,0,0,0,0,0,0,0,0,0
10198,1,1,0,0,0,0,0,0,0,0,0,0
10199,1,1,0,0,0,0,0,0,0,0,0,0
10199,2,1,0,0,0,0,0,0,0,0,0,5
10200,1,1,14,9,6,15,25,20,18,24,19,27
10201,1,1,0,0,0,0,0,0,0,0,0,0
10201,2,1,12,12,12,12,12,12,12,12,12,12
10202,1,1,0,0,0,0,0,0,0,6,0,0
10203,1,1,0,0,0,0,0,0,0,0,0,0
10203,2,1,0,0,0,0,0,0,0,0,0,0
10204,1,1,0,0,0,0,0,0,0,0,0,0
10204,2,1,0,0,0,0,12,0,0,0,0,0
10205,1,1,0,0,0,0,0,0,0,0,0,0
10205,2,1,0,0,0,0,0,0,0,0,0,0
10206,1,1,16,16,16,16,16,16,16,16,16,16
10207,1,1,22,0,0,18,0,12,0,11,24,0
10208,1,1,0,0,0,5,0,0,32,0,0,6
10209,1,1,9,9,9,9,9,9,9,9,9,9
10210,1,1,19,7,0,10,18,15,12,35,8,26
10211,1,1,14,14,14,14,14,14,14,14,14,14
10212,1,1,21,21,21,21,21,21,21,21,21,21
10213,1,1,0,0,0,0,0,0,0,0,0,0
10213,2,1,0,0,0,0,0,0,0,0,0,0
10214,0,1,0,0,0,0,0,0,0,0,0,0
10214,1,1,0,9,0,0,0,0,0,0,0,0
10215,1,1,0,0,0,0,0,0,0,0,0,0
10215,2,1,0,0,0,0,0,0,0,0,0,0
10216,1,1,28,28,28,28,28,28,28,28,28,28
10217,1,1,0,0,0,0,0,0,0,0,0,0
10217,2,1,0,0,0,0,0,0,0,0,0,0
10218,0,1,0,0,0,0,0,0,0,0,0,0
10218,1,1,0,0,0,28,0,0,0,0,0,0
10219,1,1,0,0,0,0,0,0,0,0,0,0
10219,2,1,0,0,0,0,0,0,0,0,0,0
10220,1,1,0,0,0,0,0,0,0,0,0,0
10220,2,1,0,0,0,0,0,0,0,0,0,0
10221,1,1,0,0,0,0,0,0,0,0,0,0
10222,1,1,0,0,0,0,0,0,0,0,0,0
10223,1,1,0,0,0,0,0,0,21,0,0,0
10223,2,1,0,0,0,0,0,0,0,0,0,0
10224,1,1,13,0,0,10,0,0,0,0,25,0
10225,1,1,0,0,0,0,0,0,0,0,0,0
10225,2,1,0,0,0,0,0,0,0,0,0,0
10226,1,1,18,25,4,8,19,0,0,28,17,17
10227,1,1,5,0,0,9,0,0,0,0,0,0
10228,0,1,0,0,20,27,0,0,0,0,7,14
10228,1,1,0,0,0,0,0,0,0,0,23,0
10229,1,1,0,0,0,0,0,0,0,0,0,0
10230,1,1,0,0,0,0,0,0,0,0,0,0
10231,1,1,20,20,20,20,20,20,20,20,20,20
10231,2,1,0,0,0,0,0,0,0,0,0,0
10231,3,1,0,0,0,0,0,0,0,0,0,0
10232,1,1,0,0,0,0,0,0,0,0,0,0
10232,2,1,0,0,0,0,0,0,0,0,0,0
10232,3,1,6,0,0,0,0,0,0,0,0,0
10233,1,1,24,24,24,24,24,24,24,24,24,24
10234,1,1,0,0,0,0,0,0,0,0,0,0
10234,2,1,22,31,0,0,0,0,0,0,0,26
10235,1,1,0,0,0,0,0,0,0,0,0,0
10235,2,1,0,0,0,0,0,0,0,0,0,0
10236,1,1,0,0,0,0,0,0,0,0,0,0
10236,2,1,0,0,0,0,0,0,0,0,0,0
10237,1,1,21,21,21,21,21,21,21,21,21,21
10238,0,1,1,1,1,1,1,1,1,1,1,1
10238,1,1,0,0,19,40,0,0,0,22,0,0
10239,0,1,25,25,25,25,25,25,25,25,25,25
10239,1,1,5,5,5,5,5,5,5,5,5,5
10240,1,1,0,0,0,0,0,0,0,0,0,0
10240,2,1,0,0,0,0,0,0,0,0,0,0
10241,1,1,16,16,16,16,16,16,16,16,16,16
10242,0,1,0,0,0,0,0,0,0,0,0,0
10242,1,1,0,0,0,0,0,0,0,0,0,0
10243,1,1,0,15,0,0,0,16,0,0,0,0
10244,1,1,0,0,0,0,0,0,0,0,0,0
10245,1,1,0,0,0,0,0,0,0,0,0,0
10246,1,1,12,12,12,12,12,12,12,12,12,12
10247,1,1,27,27,27,27,27,27,27,27,27,27
10248,1,1,5,5,5,5,5,5,5,5,5,5
10249,1,1,0,0,0,0,0,0,0,0,0,0
10249,2,1,0,0,0,0,0,0,0,0,0,0
10250,1,1,0,0,0,0,0,0,0,0,0,0
10251,1,1,18,18,18,18,18,18,18,18,18,18
10252,1,1,0,0,0,0,0,0,0,0,0,0
10253,1,1,24,24,24,24,24,24,24,24,24,24
10254,1,1,49,29,27,31,9,41,23,0,61,18
10255,1,1,12,12,12,12,12,12,12,12,12,12
10256,1,1,18,18,18,18,18,18,18,18,18,18
10257,1,1,0,0,0,0,0,0,0,0,0,0
10257,2,1,0,0,0,0,0,0,0,0,0,0
10258,1,1,22,22,22,22,22,22,22,22,22,22
10258,2,1,0,0,0,0,0,0,0,0,0,0
10259,1,1,17,17,17,17,17,17,17,17,17,17
10260,1,1,0,0,0,0,0,0,0,0,0,0
10260,2,1,0,0,0,0,0,0,0,0,0,0
10260,3,1,0,0,0,0,0,0,0,0,0,0
10261,1,1,0,0,0,0,0,0,0,0,12,5
10262,1,1,0,0,0,0,0,0,0,0,0,0
10262,2,1,0,0,0,0,0,0,0,0,0,0
10263,1,1,0,0,0,0,0,0,0,0,0,0
10263,2,1,0,0,0,0,0,0,0,0,0,0
10263,3,1,0,0,0,0,0,0,0,0,0,0
10264,0,1,0,0,0,0,0,0,0,0,0,0
10264,1,1,0,0,0,0,0,0,0,0,0,0
10265,1,1,0,0,0,0,0,0,0,0,0,0
10265,2,1,0,0,0,0,0,0,0,0,0,0
10266,1,1,0,0,0,0,0,0,0,0,0,0
10266,2,1,0,0,0,0,0,0,19,0,0,0
10267,1,1,0,0,0,0,0,0,0,0,0,0
10267,2,1,0,0,0,0,0,0,0,0,0,0
10268,0,1,0,0,0,0,0,0,0,0,0,0
10268,1,1,0,0,0,0,0,0,0,0,0,0
10269,0,1,17,17,17,17,17,17,17,17,17,17
10269,1,1,0,0,0,0,0,0,0,0,0,0
10269,2,1,0,0,0,0,0,0,0,0,0,0
10270,1,1,10,10,10,10,10,10,10,10,10,10
10271,1,1,4,4,4,4,4,4,4,4,4,4
10271,2,1,0,0,0,0,0,0,0,0,0,0
10272,1,1,0,0,0,0,0,0,0,0,0,0
10273,1,1,8,8,8,8,8,8,8,8,8,8
10274,1,1,0,0,0,0,0,0,0,0,0,0
10274,2,1,0,0,0,0,0,0,0,0,0,0
10275,1,1,9,9,9,9,9,9,9,9,9,9
10276,1,1,0,0,0,0,0,0,0,0,0,0
10277,1,1,0,0,0,0,0,0,0,0,0,0
10277,2,1,0,0,0,0,0,0,0,0,0,0
10278,1,1,0,0,0,0,0,0,0,0,0,0
10278,2,1,25,25,25,25,25,25,25,25,25,25
10279,1,1,14,14,14,14,14,14,14,14,14,14
10280,1,1,22,22,22,22,22,22,22,22,22,22
10281,1,1,0,0,0,0,0,0,0,0,0,0
10282,0,1,0,0,0,0,0,0,0,0,0,0
10282,1,1,16,16,16,16,16,16,16,16,16,16
10283,1,1,9,9,9,9,9,9,9,9,9,9
10284,1,1,19,19,19,19,19,19,19,19,19,19
10285,1,1,0,0,0,0,0,0,0,0,0,0
10285,2,1,0,0,0,0,0,0,0,0,0,0
10285,3,1,0,0,0,0,0,0,0,0,0,12
10286,1,1,0,0,0,0,12,0,0,0,0,0
10287,1,1,0,0,0,0,0,0,0,0,0,0
10288,1,1,0,34,0,0,0,0,0,0,25,8
10289,1,1,0,0,0,0,0,0,0,0,0,0
10289,2,1,0,0,0,0,0,0,0,0,0,0
10290,1,1,0,0,0,0,0,0,0,0,0,0
10290,2,1,0,0,0,0,0,0,0,0,0,0
10291,1,1,0,0,0,0,0,0,0,0,0,0
10291,2,1,0,0,0,0,0,0,0,0,0,0
10292,1,1,0,0,0,0,0,0,0,0,0,0
10293,1,1,0,0,0,0,0,0,0,0,0,0
10294,1,1,0,0,0,0,0,0,0,0,0,0
10295,1,1,0,0,0,0,0,0,0,0,0,0
10295,2,1,0,0,0,0,0,0,0,0,0,0
10296,1,1,0,0,0,0,0,0,0,0,0,0
10296,2,1,0,0,0,0,0,0,0,0,0,0
10297,1,1,7,7,7,7,7,7,7,7,7,7
10298,1,1,0,0,0,0,0,0,0,0,0,0
10299,1,1,0,0,0,0,0,0,0,0,0,0
10300,1,1,34,5,15,11,10,17,9,0,10,14
10300,2,1,0,0,0,0,0,0,0,0,0,0
10300,3,1,0,30,0,15,0,0,0,0,0,0
10300,4,1,0,0,0,24,0,0,0,0,0,0
10300,5,1,0,0,0,8,0,0,0,0,0,0
10300,6,1,0,0,8,0,0,0,0,0,0,0
10301,0,1,0,0,0,0,0,0,0,0,0,0
10301,1,1,0,0,0,0,0,0,0,0,0,0
10302,1,1,0,0,0,0,0,0,0,0,0,0
10302,2,1,26,0,0,0,0,0,0,12,14,0
10303,1,1,0,0,0,0,0,0,0,0,0,0
10303,2,1,0,0,0,0,0,31,0,0,0,0
10304,1,1,0,0,0,0,0,0,0,0,0,0
10304,2,1,0,0,0,0,0,0,0,0,0,0
10304,3,1,0,0,0,0,0,0,0,0,0,0
10305,1,1,0,0,0,0,0,0,0,0,0,0
10305,2,1,0,0,0,0,0,0,0,0,0,0
10305,3,1,0,0,0,0,0,0,0,0,0,0
10305,4,1,0,0,0,0,0,0,0,0,0,0
10306,1,1,0,0,0,0,6,21,0,0,0,7
10307,1,1,10,10,10,10,10,10,10,10,10,10
10308,1,1,21,21,21,21,21,21,21,21,21,21
10309,1,1,0,0,0,0,0,0,0,0,0,0
10310,1,1,8,8,8,8,8,8,8,8,8,8
10311,1,1,20,20,20,20,20,20,20,20,20,20
10312,1,1,7,15,15,13,27,18,25,10,15,22
10313,1,1,0,0,0,0,0,0,0,0,0,0
10313,2,1,0,0,0,0,0,0,0,0,0,0
10314,1,1,20,20,20,20,20,20,20,20,20,20
10315,1,1,18,18,18,18,18,18,18,18,18,18
